class,tweet
True,Laughing at these hoes #sexy #bomb #lebron #NotOkay
False,Lauren &amp; I ate candy we found on the floor during class we are trash
True,Lawd Jesus lets pray for these hoes &#128591;&#128079;&#128079;
True,"Lawd, I got so many enemies,,, bitches I don't even know .."
True,LeBron bout to cry lil bitch
True,LeVar Burton called Shatner a bitch lol.
True,"Lean wit it, Rock wit it az niccas. Lol"
True,Leap tall hoes in a single bound.
True,Leave a nicca traumatized
False,Leave it 2 #teabaggers 2 whine about infrastructure when they r the ones who won't pay for it. Waiting on god to fix it? #morningjoe
True,Leave it to the bitch thats sharing her pussy with everyone to fuck up the relationship of the only people in love in the house
True,Leave it up to Ronson to make my ass laugh when I'm heated.... Fucking bitch ...
False,Leave it up to me it would've been in the trash.... All of it.
True,Leave the bitchen to bitches
True,Lebron Warm up jacket full then a bitch
True,Lebron gone dunk that hoe like that with ease
True,Lebron is such a pussy.. always has to get picked up for cramps and shit
True,Left a nice little message in his inbox so he deleted the comment where he called me a bitch &#128514; these&#8230; http://t.co/qRUvCVNepv
True,Left my calc final singing I'm a boss ass bitch if that's any indication on how that went....
True,Left my last bitch along ain't no need for stressing &#128564;
True,Leg day made me it's bitch.
False,Legion of jig &#128557;&#128557;&#128557;
True,Lemme find out that bitch nigga talking shit
True,"Lesbians all be like ""yo-ho and scissor me timbers!"""
True,Lesson: #NFL is 4 heterosexuals. Wat else do we need besides Michael Sam for us fags to get a clue. Breeders have their thing we have ours
True,Let a bitch be a bitch n a hoe be a hoe!
True,Let a bitch say I got a small dick on god I'll whip that shit out and show everyone in the room what I got. Blessed.
True,"Let a bitch try and set me up , she gone be stuck between a rock nd dis mufuckin Glock! MY BITCH BAD SHE TERRIBLE &#128044;"
True,Let a niggah try me
True,"Let a nigguh try me , fuck around fuck around fuck around meet his daddy"
True,"Let her be a hoe, why you stopping her?"
True,Let him fuck his side hoes in peace smh RT @Morganbaileyyy: wish my boyfriend would respond to my texts :(
True,Let me delete that for the little bitch Reports me to Mr.Olsen &#128514;
True,Let me find out Floyd Mayweather is being a bitter bitch today all on the social networks..&#128514; #whohurtYOU
True,Let me go on my block phase cause you hoes steady coming for me &#128299;&#128299;&#128299;
True,"Let me see them titties bitch, ice cream."
True,Let me show you how that pussy work!!!! RT @LoyalLamb85: Brian McKnight should have more accolades. His music is everything. EVERYTHING.
True,"Let me tell yall....I had a glass of something sweet....this bitch brought me a full glass, im thinking its the same thing and start gulping"
True,Let me text my hoes gm or sumpin
True,"Let niggas hate, bitches loving it."
False,Let the jig commence http://t.co/pqvJiEvqZa
True,Let the niccas feel on her booty.. lmaoRT @55OptimusPrime: take her to the hood were they do most good
True,Let them hoes be greatRT @keyawnagallatin: Y'all bitches be really reaching for the side-titty look
True,Let these hoes be great &#9996;&#65039;
True,Let these hoes be hoes. Thats all we know
False,Let this white boy be ghetto&#127773;
True,Let those bitches keep loving sosa
True,Let's Go LA #support my niccas no matter what
False,Let's be serious. Most fans/callers wanted to run heavily and dink and dunk. doesn't work great against a D you can't get extra yrds against
False,"Let's cripple the vanity industry. How? Actually start liking who we are, and how we look."
False,Let's go for the sweep!! #Yankees #SubwaySeries
False,Let's just say the hotel I've been staying at isn't going to want this hand towel back. I had no idea I could turn 'em that shade of yellow.
True,Let's not forget kim don't fight I kill hoes &#128514;
False,"Let's play ""What will the ghetto white girl with neck tattoos in front of me buy.""
If you answered Cigarillo's...you've seen this episode b4"
True,Let's run a train on this bitch
True,"Let's see how this goes &#128527; lol I'm using my coupon haha kik, dm, text, or if ya down tweet that hoe lolololol http://t.co/BHZRswkIY1"
False,Lethal bird flu cocktail sent out of lab accidentally went unreported &#8211; CDC http://t.co/MO2m6q3xTt
False,Lets finish strong Yankees
False,Lets go #hoosiers #iubb &#127936; http://t.co/R6Te1dxP
True,Lets go hoes!! Its sing a long time!! You know the words.... trust an believe meeeeee
True,Lets these hoes be hoes thats all we know
True,Lex Steele I know y'all know him he been knocking hoes off for years and moaning in the process http://t.co/iz75peY71Z
True,"Libertarians can be such pussies thought you believed in self defense, yet you want a peaceful revolution?"
True,Liberty and justice for all RT @ThatAngryNigga Go get me a sandwich nigger or I'll kill you
False,"Libs trash Saira Blair, an 18-year-old Republican who won a seat in the West Virginia legislature 
http://t.co/V01w8UamJy"
True,Life RT @AC_Hussle: I'm not giving these hoes free meals so they can go lay up with the dude they can't get over. Nope.
True,Life ain't nothin but bitches and money.
True,Life ain't shit but bitches &amp; money
True,Life aint nuthin but bitches and money #icecube #nwa
True,Life aint shit but bitches an money i pass that weed like i studied
True,Life aint shit but bitches and money
True,Life be my bitch and that hoe move when I say so &#128175; http://t.co/ezO2QUqVhu
True,Life comes at you fast RT @INDXGO_: Guys today I found out that I'm a side hoe &#128533;&#128529;&#128530;
True,Life is a bitch but I appreciate her
True,Life is a bitch but every dog has its day
True,"Life is a bitch, but every dog has its day"
True,Life is a bitch.... but I appreciate her mayne.
True,Life is only unfair if you're a cunt
True,Life is too fuckin short for free bird
True,Life would be so much doper if you could order pussy like you do pizza
True,Life's a bitch &amp; then you die
True,Life's a bitch then you die- Tony
True,"Lifes a bitch and then ya die, thats why we get high"
True,Light skin girls is the biggest hoes?
True,Light skin niccas always wanna try to be Ike Turner! Lol RT @LuckyLucci5: @VonshayeB only if u can take one back&#128514;&#128514;&#128514;
True,Light skin niggah &#128514;
True,Lighting my pretty ass up w them yellow stars lls
True,Lightskins and Spanish girls be acting like breaking niggas hearts is a necessity. Stop being cruel bitch
True,Lightskins be like RT @TheOnlyCorae: Y'all got me fuck up I'm dicking down them young #PV18 bitches for there refund check I got to pay rent
True,"Like #Buddha gives a SHIT about #Obama or some other fuckin' NAZI FUCK #socialist #retard with a fuckin' #iphone. DON""T MAKE ME LAUGH&gt;"
True,"Like , hoes ain't gone be satisfied until some more bodies come up missing in Hattiesburg .. Let me be the FIRST to tell you!!!"
False,"Like Baathists before them, #ISIS &amp; Al Qaeda supporters' rivalry is as absurd as their cause - battling for who's the more authentic Jihadi"
True,Like HELLO my feet were clearly on the back of the desk bitch!
True,Like I can't have niggas thinkin ho-tep talk time is apart of my party sets.
True,"Like I said... fuck a LeBron. His fan base, bandwagons, dick riders, &amp; loyal ass eaters. I don't like bitch niggas &amp; those that love one."
True,Like Nike bitch just do it!
True,Like a skinny model boney bitch
True,Like a woman to tell you what she wants you to do without sounding like a bossy demanding bitch.The art to that is sexy.
True,Like bad kids bitch we reckless.
True,Like bitch &#128171;
True,Like bitch that aint even attractive Smh
True,Like bitch y u ain't do that in the first place?
True,Like bitch you're a man. That means You don't show fear or pain. You be strong when others can't.
True,"Like damn hoe I gave you a chance when you was average, Why you aint beauty make over when we was together."
True,Like don't play with me bitch
True,Like freaky bitch but I fucks with her
True,"Like fucc I got into it wit my mama, ajay, the damn lunch lady, duddy, montea lowkey, &amp; some lit raggedy hoe &#128514;&#128557; all in one day"
True,Like god damn you dirty bitch
True,Like keke say real niggas got a heart too it just take a real bitch for him to show it
True,"Like lex so fine she can have all my hoes, imma make my husband by her a Lamborghini"
True,"Like literally after I'm done texting someone when I don't text back I slide the bitch to the left , I'd win that money"
True,"Like my 3rd grade teacher used to say, ""you either eat pussy, or you are one. what's it gonna be?"" @JBilinovich @JZolly23"
True,Like my momma said don't waste yo time on plzing des fake ass bitches and bum ass dudes cause they ain't gone get u nowhere but pregnant and
True,Like my twat
True,Like out of no where you've become an inconsiderate bitch and I'm BEYOND done with your shitty attitude #backup
True,Like real shit dude da closest nicca I done seen to AI
True,Like she got a death touch? RT @Tenebris_cor: This bitch standing in front of me looking like rogue from the xmen
True,Like some nigga lie to bitches &amp; wonder why they go crazy ... That ain't me
True,Like stop being a bitch for 3.2 seconds.
True,Like that bitch Ernest or somebody
True,"Like the hoes when they lay w/ me.. Puppy eyes when I go, Sayin stay wit me"
True,"Like the song French, ""got all the black bitches mad because my main bitch strawberry"" Lololol"
True,Like these nigguhs pussy there's no other thesis
True,"Likka downtown bitch at a secondline! RT @BallHawk_Carter: Man yeah that's ball game Teddy Bridgewater gettin in , we hit 0-3"
True,Lil 16 y/o in trouble for beatin a bitch showing the judge zero respect. Lol brooklyn niggas and they temper
False,Lil Kim really made herself trash smh &#128148;
True,Lil Wayne has fucked every bad bitch in the game
True,Lil bitch
True,Lil bitch ass
True,Lil bitch but her ass move &#128541;&#128540;&#128540;&#128540;
True,"Lil bitch coulda let me go, I was right by my house !"
True,Lil bitch dumb&#128514;&#128514;&#128514;
True,Lil bitch with enough ass &amp;&amp; a future &#128525;&#128536;
True,Lil cuz need to help a bitch out
True,Lil dumb ass bitch I ain't fucking with you
True,Lil hoe tweets on point
True,Lil riri sittin pretty while u bitches layin petty
True,Lil seaside hoes walkin to our side... For whaaat&#128514;
False,Lilly just tried to climb up a tree after a bird and completely failed oh my god &#128514;
True,Lima fears change but yet wants to bitch about how much it sucks &#128529;
True,"Listen to her ""@____Aaliyah____: She curving you on the low ""@iDntWearCondoms: What it mean if a girl thinks u have the hoes but u don't???"""
True,"Listening to the Latina women talk about their baby daddy's and""beating bitches asses"" makes being in the sub at 9am worth it...a little bit"
True,Listing to my dumb ass mom &amp; just getting my eyebrows done at a new place the bitch fucced them up &amp; I have picture day tomorrow &#128529;
True,Literally every man in my fam copped a bad white bitch as a wife. I ain't even boutta break da chain. Unless a latina comes around
False,Literally in the middle of the ghetto and these people look scary
True,Literally just got shit on by a seagull..... You're gonna fuckin die bird
False,Literally just got up and the first thing I did was chug a huge glass of water
True,Literally was in the best mood and bitches literally killed my vibe
True,Litterally can't wait for this weekend with my bad bitches &#128527;
True,Little bitch!!
False,Little bitty bumble bee&#128029;&#128029; #bumblebee http://t.co/WgYL5UpjQq
True,Little fucking gook who smells like shit. An than thinking they're the motherfuckin boss. THE FUCK!
False,Little things can just kill a negros mood man
False,Live birds found in Elmo doll at US-Mexico border (from @AP) http://t.co/JCH9HQVlPl
True,Living with my bitches #live @lauren_borrelli @Kathinator6 @jenna_saispas http://t.co/c3vy1xuOHa
True,"Living with my bitches, hashtag live http://t.co/9jKAYWGeVZ"
True,Lmao &#128075;RT @FreakyT252: &#8220;@VonshayeB: My nicca! RT @FreakyT252: &#127936;&#127936;&#127936;&#8221; wat fool??
True,Lmao &#128681;on the play! RT @FunnyJulius: getting pussy is so easy when they believe you're Omar Epps's brother or The Steelers Head Coach's son.
True,"Lmao &#171;@MickDaddy_ &#171;@TylerIAm ""I mean damn bitch you was almost ready 20 minutes ago"" http://t.co/DtQGxJKJv7&#187;&#187;"
True,Lmao I look like some 80s retard today http://t.co/ZGFv8Z3hQc
True,Lmao Lebron's expression says it all RT &#8220;@InkMyHoleBody: This nigga is a fuckin faggot https://t.co/GSGhiZMdmW&#8221;
True,Lmao RT @80sbaby4life The food ain't gon run from you FAT bitch
True,Lmao RT @A2daO: Yeah that pussy yours Cee RT @YolaC_: Come get some breakfast from Boom! RT @CeeRoss: Breakfast PLZ
True,Lmao RT @Handsomeesco_55 If u live wit ya girl and u do dishes u a faggot
True,Lmao RT @Luvv_55st So none of you bitches on my tl dirty??? #Salad #ExtraDressing
False,Lmao RT @MoeMartin44 The in soles in Reebok Classics can't even handle the diabetic weight Rick Ross holds
True,Lmao RT @MoeMartin44 Yo a cooned out nigger boy
True,Lmao RT @checkmyaura: &#128514;RT @__malik07: That's all it take ? Ima start lifting bitches up after the club too
False,Lmao RT @iPOSTBADTWEETS: Lowkey Peyton Manning trash
True,Lmao bitches is crazy...after reading the first sentence to yaself jus see how dumb you sound... #ASideBitchMadeThis http://t.co/PkvTaScEcV
True,Lmao chill spook RT @BakeGriffin You think you Better than niggas cause you in Miami you &#252;ber colored Faggot @BmoreHumble?
True,"Lmao drake is on some bullshit with Serena Williams, wallah she looks like a tranny"
True,Lmao he left that bitch&#128514;&#128514;&#128514;&#128514;
True,Lmao if I catch u in tha field I'm blowin &#128299;&#128168;&#128299;&#128168;&#128299;&#128168;&#8220;@Horsepower_Will: @PAPER_CHAYSIN shut yo bitch ass up opp lol&#8221;
True,Lmao let these hoes be hoes ain't no Savin nem
True,Lmao look at these hoes RT @RareHipHopPic: http://t.co/lOCEXe8Rcd
False,Lmao redskins turnin up
True,Lmao shorty twitter name is pussy 2 chubby...lmfao im dead
True,Lmao that the funniest way to disrespect a person by calling him a itty bitty bitch. Makes me feel low in life
False,"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all."
True,Lmao they got the Titanfall jump in this bitch
True,"Lmao this bitch high asf and she asked me ""Do I look high?"""
True,Lmao this bitch thinks she fancy with some michael kors
True,Lmao this bitch.
True,Lmao trifling ass bitch!
True,"Lmao wack ass rappers stay mad, make better music then little bitch. RT @FreddieGibbs: @Bjames055 get on the suck my dick list"
True,Lmao wallah you're nasty bitch
True,Lmao! RT @CapoToHeaven Lmao RT @HeauxmerSimpson: @AtlanticCity you'll never be Vegas. You faggot punk bitch.
True,Lmao! RT @Chollie_Grapes Is fish pussy wett?
True,Lmao! RT @HUMonTHESE Harden look like the last air bender out this bitch. http://t.co/jN8exkXf
True,Lmao! You niggas regionally picky about hoes now. Just say anything on Twitter. Makes it's fun tho
True,Lmao!! RT @CarmelIoAnthony: NOBODY cleans a house FASTER than a nigga expecting some pussy.
True,Lmao. I still feel played bout this hoe.
True,Lmao.... These hoes!
True,"Lmaoo &#8220;@LeanandCuisine: Bad bitch: Can I hit that?

""You matching or.....?""

Bad bitch: *bats eyelashes*

"".........are you matching or?""&#8221;"
True,Lmaoo I should've seen that coming RT @DatBoyRayT: @1AlaaZ fat bitches need love to Craig
True,Lmaoo RT &#8220;@PRAYINGFORHEAD: &#8220;@_ANGELSAMUELS: @PRAYINGFORHEAD @BAESTATION ur a bitch for not following back &#128575;&#8221; http://t.co/p43U1qUbWk&#8221;
True,Lmaoo RT @De_La_David: @JaeTips bruh make a song called uber and the hook can be that uber make that pussy wet
True,Lmaoo RT @IMCoolLike_That: Stfu..who are u to prefer what a woman wears on her feet bitch RT @80sbaby4life: I hate bitches that wear wedges
True,Lmaoo man this bitch thinks she's so intelligent.
True,Lmaoo shut up hoe
True,Lmaoo tony spanked it maaad times to that bitch voice
True,Lmaoo u a downgrade has been jayin ass bitch
False,Lmaoo we was sayin this same statement last year RT @DeeSwaggyJay93 Boozer is trash bro I'm done!! &#128514;
True,Lmaooo RT @Handsomeesco_55 She a tranny if she can open a jar of pickles by herself
False,Lmaooo naw man RT @DipOnline Yo want in RT @HumbltonBanks: U serious bro?? lol RT @CheezMoeJenkinz 2-3:10am early bird special
True,"Lmaooo nigga said a ""Hol it down"" dyke was in the background"
True,Lmaooo wait so why everybody talm bout card crackers?! I missed it
True,Lmaoooo RT @Hand2DaHairline: His sister probably got the pussy that night RT @No_Cut_Card: #NeverForget http://t.co/HkXEbFWDYz&#8221;
True,"Lmaoooo deep RT @haneema: That girl curved every nigga that tried to holla and nobody said ""fuck you then bitch""...#whiteprivilege"
True,Lmaoooo nah I'm down here turning up RT @4TR0N3: Yah not gonna believe this but @ItsNotHarold being a bitch in BG being a bitch &#128514;&#128514;&#128514;&#128514;
False,"Lmaoooo!!!!!!!!!!!! ""@King_Komo: A bird in the hand is worth two in the bush. http://t.co/50Ye6jAADU"""
True,LmaooooRT @BakeGriffin Remember when y'all bitches were Lotus Flower Bombs around this time last year
True,Lmaooooo RT @savvgrace: bitches be like &#8220;relationship goals&#8221;&#8230;. Dumb ass nigga http://t.co/5CuNHFd79O
True,Lmaooooo im outta here RT @da_1eye_creep Bobby Shmurda looks like a negro league player http://t.co/SngyNAGULC
True,Lmaoooooo &#171;@PubesOnFleeK: That bitch stripping at a murder scene &#8220;@ItsDollyCouture: My view &#128525; http://t.co/oiJizl0naF
False,Lmaoooooo @ Supreme being trash. Guess Bape is trash to huh?
True,Lmaoooooo RT @HeauxmerSimpson RT @iluvfashion618 Dre really is a big sloppy bitch. He's fat as shit.
True,Lmaoooooo lil Dave you a hoe for that
True,Lmaoooooooo RT @80sbaby4life: You woke up a faggot didnt you RT @Maxin_Betha: My nigga ain't get carded since I was a sophomore b
True,Lmaoooooooo RT @Chollie_Grapes: Dumped the shyt outta me. Fuck wrong with her. I'm perfect like angel pussy
True,Lmaoooooooo! RT @HeauxmerSimpson D'Angelo prolly nice as shit at Madden now. Lmao. Fat bitch.
True,Lmfao RT @GahDamnAnimal: Fat hoes in tight clothes be lookin like a half opened can of biscuits
True,Lmfao RT @Luvv_55st Eating pussy RT @DanaBlack55st: Of what? &#128064; RT @CreativeBlair: I really want my braces off it's in the way &#128553;&#128553;
False,Lmfao RT @NYDailyNews: The New York @Yankees have won 27 World Series titles &#8211;&#160;the most of all-time.
True,"Lmfao RT @_TrishaAnn_: I only twerk to ""Somewhere in America"" because when Hov says twerk, you twerk bitch!!"
True,Lmfao all bitches is hoes then
True,Lmfao bitch got her shit rocked
True,"Lmfao but "" we don't talk "" gtfoh &#128514;&#128514; bitch I guessed it! &amp; I was right &#128514;&#128527;"
True,Lmfao custy bitches be like ( ) come on in
True,Lmfao hoe
True,Lmfao niggas was going ham on the trash can in class.
False,Lmfao no you didnt RT @SS4_Fresh: @vivelacourtney got cute new avi and all but she too old for colored contacts &#128073;&#128064;&#128584;
True,Lmfao right!..RT @kohkohbxtchzz: You knew you was sidechick. Stop hating hoe.
True,Lmfao this is some straight up retarded shit up in here
True,"Lmfao u sloth trinidad james with a relaxer lookin ass bitch""@Flowy_Bri: i hate niggers, imma start talking to white boys."""
True,Lmfao watching Brokeback Mountain with Taylor cuz we've both never seen it aha #queers @mckinley719
True,Lmfao.. oh i forgot.. texting it to u now RT @DaRealQuitaM: @VonshayeB I told u to text me what I need to buy for the salad a bitch hungry
True,"Lmfaooo nigga RT @SenorSteez: Nigga, yo lips look like a charcoal bitch pussy."
True,Lmfaooo this bitch hits my car and calls the cops and says it was my fault &#128514;&#128514;&#128514; dumb bitch
True,Lmfaooo&#8220;@AdrienBroner: Two bad bitches giving me head at the same dam time...... #oldPICS LOL http://t.co/Y4dXfH8nLv&#8221;
True,Lmfaoooo fizz baby mama snatched that bitch soul
True,Lmfaooooo RT @miavenise: Can't trust a bitch that don't smile with her teeth.
True,Lmfaoooooo RT @BryceHamilton11: I'm so glad my shorty ain't all over twitter and IG tryna be a famous Columbus hoe &#128514;&#128514;&#128514;&#128514;
True,Lmfaoooooo RT @TooDopeForLife: LMFAOOOOOOOPOOOOOO RT @DJKayyOhh: &#8220;here come yo bitch ass auntie&#8221; http://t.co/e5KlLhp0CV
True,Lmfaooooooooo bro RT @BrandNewAndrew: Strippers on twitter talking about how much money they made tonight. Like bitch i will rob you
True,Load this bitch up with Kool Aid
True,Lock 5 fat bitches in 1 room for 5 days with just 5 Mcdoubles. Now that's hunger games
False,Log off nigger RT @PoloKingBC: #relationshipgoals http://t.co/Ge9koImYGj
True,"Lol #Facts ""@MikeDiggEm: The baddest bitches be porn stars n strippers"""
True,"Lol @ ""active"" RT @SherinaVictoria: Idgaf about an active hoe as long as she's not fucking my man. need to learn how to mind your business."
True,Lol @ me next time bitch
True,Lol Father has bitches pouring arizona tea on themselves in this one video
True,"Lol I followed the bitch just so I can unfollow her cause she talkin shit, shit away with her two"
True,Lol I love when ppl think ima fucking look away like a pussy when I catch them staring at me lmao LOOK AWAY HOE
True,"Lol I make hoes madd hahhaha, @No_FAKINGG. ;)"
True,Lol I never understood retards who use the atm and pay a $2 fee to get $20 and put it in gas so the don't pay the credit price -_-
True,Lol I see what you did there RT @JayWiz614: @ItsNotHarold hell yeah bitches hate that shit
True,Lol I told Kenzie's bf I was going to stop cussing and he lol'd in my face like bitch u don't even know me
True,Lol I told my brother imma good christin girl he said nah u a wholesome hoe lmaoo so bogus who says shit like dat he mean af
True,Lol It ain't nun wrong wit Tryn to be 1 of da realist niccas n da city tho #salute
True,Lol Jk I changed my number on them ho*s
True,Lol Lebron a bitch.. Now that basketball is back say goodbye to sports center.. It's Lebron center now..
True,Lol Nicca dime game got soo much clout niccas goin to da store to buy sum dice
True,"Lol RT @HURRICANESENSEI: @viaNAWF ""Just need to know what that pussy like so one time is fine with me"""
True,Lol RT @JayFucknHarris: Youuuuu got niggas but I don't got bitches
True,Lol RT @MsTamarShawnice Most chicks that go to Enon are hoes or reformed hoes
True,"Lol Sam said ""Betty Boop"" is a hoe &#128514;"
True,Lol actually bitch please choke on my nuts.
True,Lol at bitches thinking Kanye is the perfect man because he opened the car door for his wife.. You bitches don't know wtf y'all need..
True,"Lol at the random ""fist fight"" aka pussy shove match at DnD tonight."
True,Lol at these honkies talking trash I'm done with this shit #growup #whitetrash
True,"Lol at this bitch ass boy telling me how to respond to ""peer pressure"" for values of ""peer pressure"" that equal being called a groupie"
True,Lol bitch
True,Lol bitch u a has been
True,Lol bitch you think you're classy? THE FUCK EVER
True,Lol bitches be hella mad about they exs like why can't you be friends and forget about the past
False,Lol colored contacts played out.
True,Lol dat bitch petty
True,"Lol faggot team pipe ""beef"""
True,Lol hell naw fuck dat one swing all swing bitch one gone get punch then the rest gone get punched tf out lmao
False,Lol ike Turner http://t.co/8yNqYYaOjo
True,Lol im out here curving bitches like im taken
True,Lol it's 4:36 and bitches are out here staggering drunk
True,"Lol lawwwddd that's why I aint fuck with jitt I never wanna be labeled a ""hoe"""
True,Lol life Made her a hoe
True,Lol look @LoveRHateMe_ is Mike Brown's twitter. Look at the trash he wrote about lmao. Gentle Giant my ass #Ferguson
True,Lol my brother a fag Mann
True,Lol my brothers just said he a pussy ass niga well in the words of wizdom I second dat lmaoo leave u hurt out here
True,Lol my porn name is master licker wtf y I gotta have dat bitch ass name
True,Lol niccas remember the ginyu force &#128514;
True,Lol niggas out here saving hoes &#128514;&#128514;
True,Lol niggas still be talking about me threw bitches smh
True,Lol petty ass RT @BreadTruckkBri: Lmmfaooooo @drake a hoe &#128514;&#128514;&#128514; http://t.co/mStsEEeT4R
True,Lol shawty at sheets gave me her number haha I throw tht shit in trash outside
True,Lol stop fuckin wit dem birds. RT @Drako_713 Fuck y'all hoes all y'all do is lie
True,Lol that's some hoe shit
True,Lol they tricking niccas left n right
True,"Lol this freshman said why dress up as a baby that's so retarded, I said well I mean u act like a baby so might as well dress like one"
True,Lol this girl makes fun of guys for having like light voices but I'm just like bitch your voice is like deeper than five men together wtf
True,Lol u mad motherfuckin hoe
True,Lol when a nigga say he miss u say don't miss me miss ya bitch lmao
True,Lol you're a cunt liar and I hope you drop dead k :-)
True,Lol!! &#8220;@ItzSweetz_Bitch: Ooop! QT @TiFFANY_P0RSCHE: You little twats.&#8221;
True,"Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass."
True,"Lol, what I look like waiting on another nigga bitch.&#128514;&#128514;&#128514;"
True,Lol. Nice crutch hoe.
False,Lol.. shut up! RT @ABrown252: @VonshayeB lmao early bird gets the worm
True,Lololol joey lattimes phone just called him retarded
True,Lolololol not to be a hoe but that was a nyyce one
True,Long hair = pussy any time you want it
True,Long neck ass bitch lmbo
False,Long yellow.
True,Longway bitch
True,"Look A Y'all Makeup bitches , Lookin like a ghost when ya wake up bitches"
True,Look at me. Does it look like I give a fuck? Or half a fuck? Or the square root of a fuck. No. The slope of my fuck is zero.
True,Look at that THOT... pussy popping for usher.
True,"Look at them hoes, man fuck them hoes niggah lets get smoked"
True,Look at this bad bitch @rachel_dority http://t.co/jnnqWISao5
True,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3"
True,Look at this fucking kaffirs hairdo. Only a nigger http://t.co/lmWqJ1EtOa
True,"Look at this little faggot.
""@Kellz622: Tell her she's beautiful as much as you can. It'll make her smile"""
True,Look at this pussy @YatchakHannah http://t.co/cPyO5YP005
True,Look at y'all bitches only Hmu when ya wifi on bitches
True,Look at you lying ass bitches couldn't finish school stripping on ya mind ass bitches
True,Look at you.. Now look at us.. All my niggas look pussy as fuck
True,Look bitch .. Go and suck a dick I'm a real street nicca I ain't wit Dat sucka shit!!
True,Look rich act poor and never trip over a bitch that ain't yours &#128175;
True,"Look. Call me chubby. Call me a dumb stoner. Say I'm an asshole. Whatever. But we alllll know I can rap bitch, shut the hell up hahaha."
True,Looked like you but at the same time looked like some biker bitch or punk rock bitch from a 90's movie
True,Lookin at my bitch i bet she give yo ass a bone
True,Lookin at u hoes #federalboobieinspector http://t.co/wxLgV8xKDX
True,Lookin for your bitch she probably with me ?
True,Lookin like a total swag fag ayeeee
False,Looking back I liked colored better. Let's go back to that
False,Looking forward to #NCAA and #NBA basketball &#127936; in the states soon #iubb #hoosiers #pacers #PacerNation and of course breadsticks.
True,Looking like a nappy headed hoe but reppin that Patrick Ewing crew neck tho http://t.co/6Z7SnF26Xh
False,Looks as if Federal Gun Laws to be proposed this week lack #AWB. Hope the #media and #antigun crowd choke on crow.
False,Looks like a tool but is useful as a clay hammer #fag @hOPPondis http://t.co/K7wqlAWRwM
False,Looks like the #Yankees will be competing with #Boston for the East cellar this year #MLB
True,Looks like the next douche bag #teabagger to be crowned governor is some ghoul named Ducey (rhymes with douchy) #azgov #azvotes #Tcot #gop
True,Lord RT @Bbbnnnnnnas: @cocainemodel just shut up you pathetic ass bitch you're so worthless
True,Lord please get me out of this ghetto ass hospital &#128514;&#128514;
True,Los bitch taught me the true meaning of gravity when her panties kissed her ankles!
True,Los bitch told me if my name start with a D i could fuck...A B C SHE GOT THE D
True,Los pussy ass lost by 3 points!! &#128514;&#128514;&#128514; I WINNNNNNNNN
True,"Lot of my peeps playing 2nite, G playing against the heat, my nig Louie playing against Rutgers, and my girl tif playing in the WNBA finals"
True,Lou is such a lil bitch
True,Love a bitch fight
True,Love fat hoes n tight clothes n granny panties seeeexxaaaay.
True,Love getting nudes from my bitches &#128520;&#128520;&#128520;&#128520;&#128520;&#128520;&#128520;
True,"Love having subs cause when my
Mom starts being a fucking bitch I just crank up the system. Simple solutions"
False,Love is a bird of flames. Thank you for that song @DAVID_LYNCH @chrysta_bell
True,Love my bitches @CheralynVB @mckinley719 @LaurieMcKinley
True,"Love when the bitches take selfies with their tongue out, just gearin up for that money shot"
True,"Love you more, than those bitches before. Say you'll remember, baby, say you'll remember. I will love you until the end of time. &#9203;&#128149;"
True,Love'em and hate 'em... &#171;@my_shit_bit Big booty bitches.&#187;
True,"Lovin hoes but thats same bitch we put the pipe in. She suckin dick, thats the same bitch you give goodnight kiss"
True,Low info people are pissed!! Oh no!! Dumb fucks. Race baiting bitches
True,Lowkey got a Fan of my hoop skills at lbcc aha he my niggah now lol
True,Lowkey you're still my bitch &#128527;
True,Loyal pussy forever bein better than the bitch thats been passed around.
True,Lucky bitch still in Ecuador&#128530;
True,"Luda said that his bitch bad, well mine looks better in any weather lol"
True,Luke Bryan is such a faggot tool
True,Lying bitch http://t.co/TCjHTFxBhc
True,"Lynch mob thugs threaten Zimmerman jury; &#8216;N*ggas coming for that bitch ass&#160;jury&#8217; http://t.co/XY6v2YtyAS The hatred won't stop flowing,,#War"
True,ME TOO!!! RT @FreeBandVersace @Miller_Hi_Life i'm finna look for tht hoe...but shiiiid...i know sumptin bout a (cont) http://tl.gd/b245js
False,"MT: ""@DocKozlowski: Ted Cruz ""We are proud wacko birds"". #StandWithCruz #KeepCruzing"" is that a pun?"
True,"MURDER HER RT @RepMyCityX: When u fuck with crazy bitches shit like this happens :(
Feel bad for ol boy http://t.co/IjacWo6OB8"
True,MY CHEST&#8230; RT @LILBTHEBASEDGOD: ima make a song called perez hilton and its gonabe about a gay party boy who&#8217;s a fat slut with no bitches.
True,MY. NIGGA!! RT @Lito_TheGawd: Feel good to not have no hoes. Yall can't even throw that charge my way no more.
True,"Ma bottom bitch cotton pick if I tell her too , she give me money all yo hoe give you is attitude"
